        jday         mon         day          yr name          type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           temp
         310          11           5        1988 hru1            cha   13.47922      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         311          11           6        1988 hru1            cha   7.129416      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         312          11           7        1988 hru1            cha   6.141318      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         313          11           8        1988 hru1            cha   3.248275      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         314          11           9        1988 hru1            cha   1.718095      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         315          11          10        1988 hru1            cha  0.9087560      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         316          11          11        1988 hru1            cha  0.4806826      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         317          11          12        1988 hru1            cha  0.2542672      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         318          11          13        1988 hru1            cha   22.32364      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         319          11          14        1988 hru1            cha   11.80738      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         320          11          15        1988 hru1            cha   116.7407      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         321          11          16        1988 hru1            cha   61.74618      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         322          11          17        1988 hru1            cha   32.65865      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         323          11          18        1988 hru1            cha   17.27375      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         324          11          19        1988 hru1            cha   9.136414      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         325          11          20        1988 hru1            cha   4.832433      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         326          11          21        1988 hru1            cha   2.555983      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         327          11          22        1988 hru1            cha   1.351930      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         328          11          23        1988 hru1            cha  0.7150849      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         329          11          24        1988 hru1            cha  0.3782466      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         330          11          25        1988 hru1            cha  0.2000870      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         331          11          26        1988 hru1            cha   18.54131      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         332          11          27        1988 hru1            cha   11.71170      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         333          11          28        1988 hru1            cha   6.194548      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         334          11          29        1988 hru1            cha   3.276429      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         335          11          30        1988 hru1            cha   1.732986      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         336          12           1        1988 hru1            cha  0.9166321      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         337          12           2        1988 hru1            cha   54.26353      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         338          12           3        1988 hru1            cha   85.17100      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         339          12           4        1988 hru1            cha   45.04844      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         340          12           5        1988 hru1            cha   23.82693      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         341          12           6        1988 hru1            cha   12.60250      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         342          12           7        1988 hru1            cha   6.665705      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         343          12           8        1988 hru1            cha   3.525633      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         344          12           9        1988 hru1            cha   1.864794      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         345          12          10        1988 hru1            cha  0.9863478      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         346          12          11        1988 hru1            cha  0.5217223      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         347          12          12        1988 hru1            cha  0.2759738      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         348          12          13        1988 hru1            cha  0.1459932      8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         349          12          14        1988 hru1            cha  7.7244163E-02  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         350          12          15        1988 hru1            cha  4.0881634E-02  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         351          12          16        1988 hru1            cha  2.1648852E-02  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         352          12          17        1988 hru1            cha  1.1476304E-02  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         353          12          18        1988 hru1            cha  6.0958671E-03  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         354          12          19        1988 hru1            cha  3.2500611E-03  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         355          12          20        1988 hru1            cha  1.7448647E-03  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         356          12          21        1988 hru1            cha  9.4874040E-04  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         357          12          22        1988 hru1            cha  5.2765652E-04  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         358          12          23        1988 hru1            cha  3.0493792E-04  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         359          12          24        1988 hru1            cha  1.8713818E-04  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         360          12          25        1988 hru1            cha  1.2483189E-04  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         361          12          26        1988 hru1            cha  5.4876269E-05  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         362          12          27        1988 hru1            cha  5.4876269E-05  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         363          12          28        1988 hru1            cha  5.4876269E-05  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         364          12          29        1988 hru1            cha  5.4876269E-05  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         365          12          30        1988 hru1            cha  5.4876269E-05  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
         366          12          31        1988 hru1            cha  5.4876269E-05  8.8367585E-10  5.4876272E-09  1.6462881E-08  5.4876272E-09  5.4876272E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  8.8367585E-07  0.0000000E+00  0.0000000E+00
